[2016-12-29 22:08:31]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:31]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:32]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:33]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:34]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:34]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:35]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:36]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:37]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:08:37]  [文件:     fileOper.c]  [函数:            ReadLine] [行数:  56]   操作：配置文件的一行数据大小超过预设大小!
[2016-12-29 22:20:20]  [文件:     resource.c]  [函数:     getProgressInfo] [行数:  89]   操作：打开文件: �Ay�/status 失败！ 错误信息： No such file or directory
[2016-12-29 22:20:21]  [文件:     resource.c]  [函数:     getProgressInfo] [行数:  89]   操作：打开文件: �Ay�/status 失败！ 错误信息： No such file or directory
[2016-12-29 22:20:22]  [文件:     resource.c]  [函数:     getProgressInfo] [行数:  89]   操作：打开文件: �Ay�/status 失败！ 错误信息： No such file or directory
[2016-12-29 22:20:23]  [文件:     resource.c]  [函数:     getProgressInfo] [行数:  89]   操作：打开文件: �Ay�/status 失败！ 错误信息： No such file or directory
[2016-12-29 22:20:24]  [文件:     resource.c]  [函数:     getProgressInfo] [行数:  89]   操作：打开文件: �Ay�/status 失败！ 错误信息： No such file or directory
[2016-12-29 22:20:25]  [文件:     resource.c]  [函数:     getProgressInfo] [行数:  89]   操作：打开文件: �Ay�/status 失败！ 错误信息： No such file or directory
[2016-12-29 22:20:26]  [文件:     resource.c]  [函数:     getProgressInfo] [行数:  89]   操作：打开文件: �Ay�/status 失败！ 错误信息： No such file or directory
